_id,ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,total_grade,total_level,cik,Formatted Date,ticker/date,merged_data
662183c596f3d99ad1a2455f,ORLY,O'Reilly Automotive Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/e7e4dff0-826a-11ea-8801-00000000092a.png,https://corporate.oreillyauto.com/corporate/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,898173,04/18/2022,ORLY04/18/2022,"{'_id': ObjectId('662183b3f6fcf517c920e411'), 'ticker': 'ORLY', 'Adj Close': 721.6199951171875, 'Close': 721.6199951171875, 'High': 727.3499755859375, 'Low': 709.9099731445312, 'Open': 710.0, 'Volume': 469700.0, 'Formatted Date': '04/18/2022', 'ticker/date': 'ORLY04/18/2022'}"
662183c596f3d99ad1a24560,PAYX,Paychex Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/acaa8fac-80e0-11ea-9d58-00000000092a.png,https://www.paychex.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,BBB,High,723531,07/26/2022,PAYX07/26/2022,"{'_id': ObjectId('662183b3f6fcf517c920f114'), 'ticker': 'PAYX', 'Adj Close': 115.29547119140624, 'Close': 121.2300033569336, 'High': 122.5500030517578, 'Low': 120.75, 'Open': 121.81999969482422, 'Volume': 1633600.0, 'Formatted Date': '07/26/2022', 'ticker/date': 'PAYX07/26/2022'}"
662183c596f3d99ad1a24561,PFG,Principal Financial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,https://static.finnhub.io/logo/52a59ab6-80ec-11ea-b750-00000000092a.png,https://www.principal.com/,A,High,BB,Medium,BB,Medium,555,320,300,1175,BBB,High,1126328,04/18/2022,PFG04/18/2022,"{'_id': ObjectId('662183b3f6fcf517c920ff85'), 'ticker': 'PFG', 'Adj Close': 68.98334503173828, 'Close': 73.91999816894531, 'High': 74.4000015258789, 'Low': 73.4800033569336, 'Open': 73.63999938964844, 'Volume': 1036100.0, 'Formatted Date': '04/18/2022', 'ticker/date': 'PFG04/18/2022'}"
662183c596f3d99ad1a24562,ROST,Ross Stores Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/d0674d8a-826a-11ea-8077-00000000092a.png,https://www.rossstores.com/,BB,Medium,BB,Medium,BB,Medium,375,325,300,1000,BBB,High,745732,04/19/2022,ROST04/19/2022,"{'_id': ObjectId('662183b3f6fcf517c92119ff'), 'ticker': 'ROST', 'Adj Close': 104.79954528808594, 'Close': 107.36000061035156, 'High': 107.8499984741211, 'Low': 104.33000183105467, 'Open': 104.37999725341795, 'Volume': 3030200.0, 'Formatted Date': '04/19/2022', 'ticker/date': 'ROST04/19/2022'}"
662183c596f3d99ad1a24563,SBAC,SBA Communications Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/19c8edbbf482503d3a876417a19001cfb20a28894f61df4606c75b8d5657da21.png,https://ir.sbasite.com/overview/default.aspx,B,Medium,B,Medium,B,Medium,250,251,215,716,B,Medium,1034054,04/19/2022,SBAC04/19/2022,"{'_id': ObjectId('662183b3f6fcf517c9211de8'), 'ticker': 'SBAC', 'Adj Close': 360.9100036621094, 'Close': 360.9100036621094, 'High': 364.1799926757813, 'Low': 354.6700134277344, 'Open': 356.5199890136719, 'Volume': 493400.0, 'Formatted Date': '04/19/2022', 'ticker/date': 'SBAC04/19/2022'}"
662183c596f3d99ad1a24564,QCOM,Qualcomm Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,https://static.finnhub.io/logo/28159d10-80e1-11ea-b725-00000000092a.png,https://www.qualcomm.com/,BBB,High,BB,Medium,BB,Medium,409,300,300,1009,BBB,High,804328,04/19/2022,QCOM04/19/2022,"{'_id': ObjectId('662183b3f6fcf517c9210a4f'), 'ticker': 'QCOM', 'Adj Close': 134.3489227294922, 'Close': 141.0500030517578, 'High': 141.39999389648438, 'Low': 137.5399932861328, 'Open': 138.8300018310547, 'Volume': 7213800.0, 'Formatted Date': '04/19/2022', 'ticker/date': 'QCOM04/19/2022'}"
662183c596f3d99ad1a24565,POOL,Pool Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,https://static.finnhub.io/logo/ac59de52-80e0-11ea-9ff4-00000000092a.png,https://www.poolcorp.com/,A,High,BB,Medium,BB,Medium,525,306,313,1144,BBB,High,945841,04/18/2022,POOL04/18/2022,"{'_id': ObjectId('662183b3f6fcf517c920fc94'), 'ticker': 'POOL', 'Adj Close': 400.9706726074219, 'Close': 410.489990234375, 'High': 416.55999755859375, 'Low': 404.5499877929688, 'Open': 411.1900024414063, 'Volume': 282800.0, 'Formatted Date': '04/18/2022', 'ticker/date': 'POOL04/18/2022'}"
662183c596f3d99ad1a24566,PEP,PepsiCo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/PEP_4295904718.png,https://www.pepsico.com/,AA,Excellent,BB,Medium,BB,Medium,719,340,358,1417,A,High,77476,04/18/2022,PEP04/18/2022,"{'_id': ObjectId('662183b3f6fcf517c920f4bc'), 'ticker': 'PEP', 'Adj Close': 161.1785888671875, 'Close': 170.4199981689453, 'High': 172.30999755859375, 'Low': 169.9600067138672, 'Open': 171.22000122070312, 'Volume': 3086000.0, 'Formatted Date': '04/18/2022', 'ticker/date': 'PEP04/18/2022'}"
662183c596f3d99ad1a24567,SBUX,Starbucks Corp,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/8d4c97ac-80e0-11ea-b957-00000000092a.png,https://www.starbucks.com/,BBB,High,BB,Medium,B,Medium,475,385,295,1155,BBB,High,829224,04/19/2022,SBUX04/19/2022,"{'_id': ObjectId('662183b3f6fcf517c9212ba5'), 'ticker': 'SBUX', 'Adj Close': 81.22000122070312, 'Close': 81.22000122070312, 'High': 81.54000091552734, 'Low': 79.41000366210938, 'Open': 79.62000274658203, 'Volume': 8622100.0, 'Formatted Date': '04/19/2022', 'ticker/date': 'SBUX04/19/2022'}"
662183c596f3d99ad1a24568,REG,Regency Centers Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,https://static.finnhub.io/logo/5ecc68e8-80ec-11ea-af0b-00000000092a.png,https://www.regencycenters.com/,A,High,BB,Medium,BB,Medium,575,372,365,1312,A,High,910606,04/19/2022,REG04/19/2022,"{'_id': ObjectId('662183b3f6fcf517c9211031'), 'ticker': 'REG', 'Adj Close': 65.80526733398438, 'Close': 71.62999725341797, 'High': 71.91000366210938, 'Low': 70.66000366210938, 'Open': 70.66000366210938, 'Volume': 817900.0, 'Formatted Date': '04/19/2022', 'ticker/date': 'REG04/19/2022'}"
